740,0,0,0
799,0,0,0
859,0,0,0
919,0,0,0
979,0,0,0
1039,0,0,0
1099,0,0,0
1159,0,0,0
1219,0,0,0
1278,0,0,0
1338,0,0,0
1398,0,0,0
1458,0,0,0
1518,0,0,0
1578,0,0,0
1638,0,0,0
1698,50,0,0
1757,50,0,0
1817,50,0,0
1877,50,0,0
1937,50,0,0
1997,50,0,0
2057,50,0,0
2116,50,0,0
2176,50,0,0
2236,50,0,0
2296,50,0,0
2356,50,0,0
2416,50,0,0
2476,50,0,0
2535,50,0,0
2595,50,0,0
2655,50,0,0
2715,50,0,0
2775,50,0,0
2835,50,0,0
2895,50,0,0
2955,50,0,0
3014,50,0,0
3074,50,0,0
3134,50,0,0
3194,50,0,0
3254,50,0,0
3314,50,0,0
3373,50,0,0
3433,50,0,0
3493,50,0,0
3553,50,0,0
3613,50,0,0
3673,50,0,0
3733,50,0,0
3792,50,0,0
3852,50,0,0
3912,50,0,0
3972,50,0,0
4032,50,0,0
4092,50,0,0
4152,50,0,0
4212,50,0,0
4271,50,0,0
4331,50,0,0
4391,50,0,0
4451,50,0,0
4511,50,0,0
4571,50,0,0
4631,50,0,0
4691,50,0,0
4750,50,0,0
4810,50,0,0
4870,50,0,0
4930,50,0,0
4990,50,0,0
5050,50,0,0
5110,50,0,0
5169,50,0,0
5229,50,0,0
5289,50,0,0
5349,50,0,0
5409,50,0,0
5469,50,0,0
5528,50,0,0
5588,50,0,0
5648,50,0,0
5708,50,0,0
5768,50,0,0
5828,50,0,0
5888,50,0,0
5947,50,0,0
6007,50,0,0
6067,50,0,0
6127,50,0,0
6187,50,0,0
6247,50,0,0
6307,50,0,0
6366,50,0,0
6426,50,0,0
6486,50,0,0
6546,50,0,0
6606,50,0,0
6666,50,0,0
6726,50,0,0
6785,50,0,0
6845,50,0,0
6905,50,0,0
6965,50,0,0
7025,50,0,0
7085,50,0,0
7145,50,0,0
7205,50,0,0
7264,50,0,0
7324,50,0,0
7384,50,0,0
7444,50,0,0
7504,50,0,0
7564,50,0,0
7624,50,0,0
7684,50,0,0
7743,50,0,0
7803,50,0,0
7863,50,0,0
7923,50,0,0
7983,50,0,0
8042,50,0,0
8103,50,0,0
8162,50,0,0
8222,50,0,0
8282,50,0,0
8342,50,0,0
8402,50,0,0
8462,50,0,0
8521,50,0,0
8581,50,0,0
8641,50,0,0
8701,50,0,0
8761,50,0,0
8821,50,0,0
8881,50,0,0
8941,50,0,0
9000,50,0,0
9060,50,0,0
9120,50,0,0
9180,50,0,0
9240,50,0,0
9300,50,0,0
9360,50,0,0
9419,50,0,0
9479,50,0,0
9539,50,0,0
9599,50,0,0
9659,50,0,0
9719,50,0,0
9779,50,0,0
9838,50,0,0
9898,50,0,0
9958,50,0,0
10018,50,0,0
10078,50,0,0
10138,50,0,0
10197,50,0,0
10257,50,0,0
10317,50,0,0
10377,50,0,0
10437,50,0,0
10497,50,0,0
10557,50,0,0
10617,50,0,0
10676,50,0,0
10736,50,0,0
10796,50,0,0
10856,50,0,0
10916,50,0,0
10976,50,0,0
11035,50,0,0
11096,50,0,0
11155,50,0,0
11215,50,0,0
11275,50,0,0
11335,50,0,0
11395,50,0,0
11455,50,0,0
11514,50,0,0
11574,50,0,0
11634,50,25,0
11694,50,27,18
11754,240,34,19
11814,240,67,55
11874,240,104,91
11934,240,145,131
11993,240,187,174
12053,240,230,216
12113,240,276,262
12173,240,324,306
12233,240,367,355
12293,240,424,411
12352,240,605,583
12412,240,672,653
12472,240,681,679
12532,240,688,688
12592,240,689,691
12652,240,683,692
12720,240,684,685
12772,240,685,687
12831,240,681,689
12891,240,682,684
12951,240,686,683
13011,240,683,688
13071,240,683,684
13131,240,687,686
13191,240,683,690
13250,240,680,685
13310,240,685,685
13370,240,685,689
13430,240,680,687
13490,240,685,685
13550,240,685,686
13609,240,682,688
13669,240,683,685
13729,240,685,687
13789,240,681,690
13849,240,681,683
13909,240,684,685
13969,240,680,688
14028,240,681,683
14088,240,686,685
14148,240,682,687
14208,240,680,683
14268,240,685,682
14328,240,682,688
14388,240,680,686
14447,240,684,684
14507,240,684,688
14567,240,681,689
14627,240,684,684
14687,240,685,686
14747,240,680,686
14807,240,684,681
14866,240,686,686
14926,240,681,688
14986,240,681,683
15046,240,683,686
15106,240,681,689
15166,240,680,684
15226,240,686,682
15286,240,681,686
15345,240,679,685
15405,240,685,683
15465,240,682,686
15525,240,678,685
15585,240,683,683
15645,240,683,683
15705,240,680,685
15765,50,683,682
15824,50,683,685
15884,50,680,687
15944,50,682,682
16004,50,684,686
16064,50,676,686
16124,50,663,687
16184,50,654,688
16243,50,646,691
16303,50,633,690
16363,50,624,688
16423,50,616,690
16483,50,605,690
16543,50,596,688
16602,50,586,690
16662,50,577,691
16728,50,567,689
16782,50,557,691
16842,50,550,691
16902,50,539,688
16962,50,531,688
17021,50,521,689
17081,50,511,683
17141,50,502,672
17201,50,494,661
17261,50,485,651
17321,50,476,640
17381,50,467,630
17440,50,460,620
17500,50,449,609
17560,50,442,600
17620,50,433,590
17680,50,425,579
17740,50,416,569
17800,50,407,559
17859,50,400,550
17919,50,391,540
17979,50,383,531
18039,50,375,521
18099,50,366,511
18159,50,359,502
18219,50,351,492
18279,50,343,483
18339,50,336,474
18398,50,327,464
18458,50,319,456
18518,50,312,446
18578,50,304,437
18638,50,296,427
18698,50,288,419
18758,50,281,410
18817,50,273,401
18877,50,266,393
18937,50,259,384
18997,50,252,375
19057,50,245,367
19116,50,237,358
19176,50,231,350
19236,50,223,341
19296,50,217,332
19356,50,210,325
19416,50,203,316
19476,50,197,308
19536,50,190,300
19595,50,183,292
19655,50,176,284
19715,50,170,276
19775,50,163,268
19835,50,158,260
19895,50,151,252
19955,50,145,244
20014,50,139,237
20074,50,132,229
20134,50,126,221
20194,50,120,214
20254,50,115,206
20314,50,109,199
20374,50,104,192
20433,50,97,184
20493,50,92,177
20553,50,86,170
20613,50,80,163
20673,50,75,156
20733,50,69,148
20793,50,64,141
20853,50,59,135
20912,50,54,127
20972,50,50,120
21032,50,46,114
21092,50,40,107
21152,50,36,100
21212,50,31,93
21272,50,28,87
21331,50,23,80
21391,50,20,74
21451,50,17,67
21511,50,0,61
21571,50,28,55
21631,50,0,49
21690,50,0,42
21750,50,0,36
21810,50,0,32
21870,50,0,26
21930,50,0,23
21990,50,0,17
22050,50,0,0
22109,50,0,0
22169,50,0,0
22229,50,0,0
22289,50,0,0
22349,50,0,0
22409,50,0,0
22469,50,0,0
22528,50,0,0
22588,50,0,0
22648,50,0,0
22708,50,0,0
22768,50,0,0
22828,50,0,0
22888,50,0,0
22947,50,0,0
23007,50,0,0
23067,50,0,0
23127,50,0,0
23187,50,0,0
23247,50,0,0
23307,50,0,0
23367,50,0,0
23427,50,0,0
23486,50,0,0
23546,50,0,0
23606,50,0,0
23666,50,0,0
23726,50,0,0
23786,50,0,0
23846,50,0,0
23905,50,0,0
23965,50,0,0
24025,50,0,0
24085,50,0,0
24145,50,0,0
24205,50,0,0
24264,50,0,0
24324,50,0,0
24384,50,0,0
24444,50,0,0
24504,50,0,0
24564,50,0,0
24624,50,0,0
