0,0,0
3,0,0
5,0,0
10,0,0
17,0,0
20,0,0.5
21.69561126,0,13.48938562
23.99264266,0,14.91757964
25.6198135,0,15.92928356
27.97074172,0,17.39098828
30.19591069,0,18.77450137
32.45701086,0,20.18035493
34.10214732,0,21.20322908
35.65745573,0,22.17025207
37.26666096,0,23.17078576
40.23355291,0,25.01546989
43.97809907,0,27.3436655
46.25716486,0,28.76068929
49.27795363,0,30.63888411
51.46719138,0,32.00005674
54.3801865,0,33.81123016
58.07083583,0,36.10591508
61.16348704,0,38.02879083
64.85413637,0,40.32347575
66.37351356,0,41.26815828
70.50047053,0,43.83412027
74.6274275,0,46.40008227
79.44221063,0,49.3937046
85.63264608,0,53.24264759
91.82308153,0,57.09159059
99.3891693,0,61.79585425
105.5796048,0,65.64479724
111.7700402,0,69.49374024
115.209171,0,71.6320419
116.4410985,0,72.39800071
118.181196,0,73.47991752
120.1009496,0,74.67353666
120.6630165,0,75.02300536
121.8230815,0,75.74428323
122.313286,0,76.04907101
128.4677902,0,79.87567354
134.6402601,0,83.7134463
142.2063478,0,88.41770996
151.8359141,0,94.40495462
157.356489,0,97.83740751
162.8590983,0,101.2586902
169.7193943,0,105.5241233
176.5976559,0,109.8007266
184.1817093,0,114.5161605
191.0599709,0,118.7927638
191.8915219,0,119.309786
199.996578,0,124.3491566
201.5159552,0,125.2938392
202.2936094,0,125.7773507
204.5008127,0,127.1496935
204.5547096,0,127.1832042
209.3694927,0,130.1768266
213.4964497,0,132.7427886
217.6234066,0,135.3087505
223.1260159,0,138.7300332
227.2529729,0,141.2959952
233.4613739,0,145.1561084
241.7152879,0,150.2880324
247.2178972,0,153.7093151
254.7839849,0,158.4135787
258.259047,0,160.5742209
259.7245273,0,161.4853927
262.6195568,0,163.2853959
265.4966208,0,165.0742289
267.6499273,0,166.413061
268.4275815,0,166.8965725
270.5449568,0,168.2130642
272.7341945,0,169.5742368
274.8875011,0,170.913069
277.0408076,0,172.2519012
279.9358371,0,174.0519043
283.5366584,0,176.2907381
285.7438618,0,177.663081
290.7203354,0,180.7572354
292.9634699,0,182.1519187
295.7507058,0,183.8849005
300.5475233,0,186.8673526
305.3623064,0,189.8609749
310.1950552,0,192.8657675
315.7156301,0,196.2982204
320.5304132,0,199.2918427
326.7388143,0,203.1519559
333.6170759,0,207.4285593
336.3683805,0,209.1392006
343.2466421,0,213.4158039
351.5005561,0,218.5477279
359.0666439,0,223.2519916
363.229532,0,225.840294
363.7736333,0,226.1785925
364.3357002,0,226.5280612
365.6215245,0,227.3275307
366.1656258,0,227.6658292
366.7097271,0,228.0041277
367.9057233,0,228.747746
369.7895457,0,229.9190247
370.1180597,0,230.1232804
370.7160578,0,230.4950895
371.2421935,0,230.8222178
371.8401916,0,231.1940269
372.4202241,0,231.5546659
372.7846693,0,231.781262
373.3826675,0,232.1530712
373.8189751,0,232.4243483
374.3271452,0,232.7403063
375.541107,0,233.4950948
375.9594491,0,233.7552017
377.2273077,0,234.543501
377.8663701,0,234.9408421
378.3206433,0,235.2232894
378.6671229,0,235.4387153
379.8810848,0,236.1935039
379.6295663,0,236.0371206
380.6818376,0,236.6913771
381.1361109,0,236.9738244
382.3500727,0,237.728613
385,0,1.2
390,0,0
395,0,0
400,0,0
