736,0,0,0
796,0,0,0
856,0,0,0
916,0,0,0
976,0,0,0
1036,0,0,0
1096,0,0,0
1156,0,0,0
1216,0,0,0
1276,0,0,0
1336,0,0,0
1396,0,0,0
1456,0,0,0
1516,0,0,0
1575,0,0,0
1635,0,0,0
1697,50,0,0
1755,50,0,0
1815,50,0,0
1875,50,0,0
1935,50,0,0
1995,50,0,0
2055,50,0,0
2115,50,0,0
2175,50,0,0
2235,50,0,0
2295,50,0,0
2355,50,0,0
2415,50,0,0
2475,50,0,0
2535,50,0,0
2595,50,0,0
2654,50,0,0
2714,50,0,0
2774,50,0,0
2834,50,0,0
2894,50,0,0
2954,50,0,0
3014,50,0,0
3074,50,0,0
3134,50,0,0
3194,50,0,0
3253,50,0,0
3313,50,0,0
3373,50,0,0
3433,50,0,0
3493,50,0,0
3553,50,0,0
3613,50,0,0
3673,50,0,0
3733,50,0,0
3793,50,0,0
3853,50,0,0
3913,50,0,0
3973,50,0,0
4033,50,0,0
4093,50,0,0
4152,50,0,0
4212,50,0,0
4272,50,0,0
4332,50,0,0
4392,50,0,0
4452,50,0,0
4512,50,0,0
4572,50,0,0
4632,50,0,0
4692,50,0,0
4752,50,0,0
4812,50,0,0
4872,50,0,0
4932,50,0,0
4992,50,0,0
5052,50,0,0
5112,50,0,0
5172,50,0,0
5231,50,0,0
5291,50,0,0
5351,50,0,0
5411,50,0,0
5471,50,0,0
5531,50,0,0
5591,50,0,0
5651,50,0,0
5711,50,0,0
5771,50,0,0
5831,50,0,0
5890,50,0,0
5951,50,0,0
6010,50,0,0
6070,50,0,0
6130,50,0,0
6190,50,0,0
6250,50,0,0
6310,50,0,0
6370,50,0,0
6430,50,0,0
6490,50,0,0
6550,50,0,0
6610,50,0,0
6670,50,0,0
6729,50,0,0
6790,50,0,0
6849,50,0,0
6909,50,0,0
6969,50,0,0
7029,50,0,0
7089,50,0,0
7149,50,0,0
7209,50,0,0
7269,50,0,0
7329,50,0,0
7389,50,0,0
7449,50,0,0
7509,50,0,0
7568,50,0,0
7629,50,0,0
7688,50,0,0
7749,50,0,0
7808,50,0,0
7868,50,0,0
7928,50,0,0
7988,50,0,0
8048,50,0,0
8108,50,0,0
8168,50,0,0
8228,50,0,0
8288,50,0,0
8348,50,0,0
8407,50,0,0
8468,50,0,0
8527,50,0,0
8588,50,0,0
8647,50,0,0
8711,50,0,0
8767,50,0,0
8827,50,0,0
8887,50,0,0
8947,50,0,0
9007,50,0,0
9067,50,0,0
9127,50,0,0
9187,50,0,0
9246,50,0,0
9307,50,0,0
9366,50,0,0
9427,50,0,0
9486,50,0,0
9546,50,0,0
9606,50,0,0
9666,50,0,0
9726,50,0,0
9786,50,0,0
9846,50,0,0
9906,50,0,0
9966,50,0,0
10026,50,0,0
10085,50,0,0
10146,50,0,0
10205,50,0,0
10266,50,0,0
10325,50,0,0
10385,50,0,0
10445,50,0,0
10505,50,0,0
10565,50,0,0
10625,50,0,0
10685,50,0,0
10745,50,0,0
10805,50,0,0
10865,50,0,0
10925,50,20,24
10985,50,13,27
11045,50,38,60
11104,50,72,96
11165,50,109,136
11224,50,151,179
11284,50,193,223
11344,50,235,269
11404,50,280,313
11464,50,329,361
11524,50,373,421
11584,50,438,588
11644,50,615,662
11704,50,673,679
11764,240,683,688
11823,240,689,693
11883,240,689,690
11943,240,682,685
12003,240,684,689
12063,240,688,689
12123,240,682,685
12183,240,681,687
12243,240,687,690
12303,240,681,684
12363,240,681,687
12423,240,685,690
12483,240,685,686
12543,240,681,686
12603,240,685,690
12662,240,685,685
12722,240,681,684
12783,240,687,689
12842,240,687,687
12903,240,680,685
12962,240,685,688
13022,240,687,689
13082,240,680,685
13142,240,684,686
13202,240,687,689
13262,240,681,682
13322,240,682,686
13382,240,686,690
13442,240,682,682
13501,240,680,685
13562,240,687,690
13621,240,684,686
13682,240,681,684
13741,240,684,688
13801,240,686,684
13861,240,681,685
13921,240,683,689
13981,240,685,688
14041,240,681,685
14101,240,684,688
14161,240,686,689
14221,240,680,685
14281,240,684,686
14341,240,687,690
14400,240,681,683
14460,240,682,685
14520,240,686,687
14580,240,683,684
14640,240,681,684
14700,240,686,688
14760,240,685,685
14820,240,680,683
14880,240,685,684
14940,240,684,685
15000,240,679,685
15060,240,684,687
15120,240,684,688
15180,240,679,684
15239,240,683,684
15300,240,685,689
15359,240,680,682
15420,240,683,683
15479,240,686,689
15539,240,679,684
15599,240,680,685
15659,240,684,688
15723,50,681,683
15779,50,679,683
15839,50,684,687
15899,50,681,685
15959,50,681,682
16019,50,685,686
16079,50,683,686
16138,50,679,683
16199,50,683,686
16258,50,682,686
16318,50,678,677
16378,50,678,666
16438,50,668,656
16498,50,660,645
16558,50,648,635
16618,50,639,625
16678,50,630,615
16738,50,618,603
16798,50,609,594
16858,50,600,584
16917,50,590,575
16977,50,582,564
17037,50,571,554
17097,50,562,545
17157,50,552,535
17217,50,543,525
17277,50,534,515
17337,50,525,506
17397,50,516,496
17457,50,507,487
17517,50,498,478
17577,50,489,468
17637,50,480,459
17697,50,471,451
17756,50,462,441
17816,50,454,432
17876,50,444,423
17937,50,436,414
17996,50,428,405
18056,50,421,396
18116,50,411,388
18176,50,403,380
18236,50,395,370
18296,50,386,362
18356,50,379,353
18416,50,370,345
18476,50,361,336
18536,50,355,328
18596,50,346,320
18656,50,338,312
18716,50,330,304
18775,50,322,295
18835,50,314,287
18895,50,308,280
18955,50,299,271
19015,50,292,263
19075,50,285,255
19135,50,277,248
19195,50,270,240
19255,50,262,232
19315,50,257,225
19375,50,248,217
19435,50,241,210
19494,50,234,202
19554,50,228,194
19614,50,220,188
19674,50,213,180
19734,50,207,173
19794,50,200,165
19854,50,194,158
19914,50,187,151
19974,50,179,144
20034,50,173,137
20094,50,166,131
20154,50,160,124
20214,50,154,117
20274,50,148,110
20333,50,142,103
20393,50,135,96
20454,50,130,89
20513,50,123,83
20573,50,117,76
20633,50,112,70
20693,50,105,64
20753,50,100,58
20813,50,94,52
20873,50,88,46
20933,50,83,40
20993,50,77,34
21053,50,72,29
21113,50,67,23
21173,50,61,22
21233,50,56,23
21292,50,51,0
21353,50,47,0
21412,50,42,0
21472,50,38,0
21532,50,34,0
21592,50,28,0
21652,50,25,0
21712,50,21,0
21772,50,17,0
21832,50,6,0
21892,50,0,0
21952,50,0,0
22012,50,0,0
22071,50,0,0
22131,50,0,0
22191,50,0,0
22251,50,0,0
22311,50,0,0
22371,50,0,0
22431,50,0,0
22491,50,0,0
22551,50,0,0
22611,50,0,0
22671,50,0,0
22735,50,0,0
22791,50,0,0
22850,50,0,0
22910,50,0,0
22971,50,0,0
23030,50,0,0
23090,50,0,0
23150,50,0,0
23210,50,0,0
23270,50,0,0
23330,50,0,0
23390,50,0,0
23450,50,0,0
23510,50,0,0
23570,50,0,0
23630,50,0,0
23690,50,0,0
23749,50,0,0
23809,50,0,0
23870,50,0,0
23929,50,0,0
23989,50,0,0
24049,50,0,0
24109,50,0,0
24169,50,0,0
24229,50,0,0
24289,50,0,0
24349,50,0,0
24409,50,0,0
24469,50,0,0
24529,50,0,0
24588,50,0,0
24648,50,0,0
